Program "PAW_protein_grouper.py" run on Fri Feb  8 15:55:01 2019


	=SUBTOTAL(109,B6:B5432)													Total	Unique	Corrected
5010	1	sp|Q9R0B9|PLOD2_MOUSE	 	 	 	 	12.3	737	84487	Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2 OS=Mus musculus OX=10090 GN=Plod2 PE=1 SV=2	9	9	1.000	9	9	9.000
5011	1	sp|Q9R0C8|VAV3_MOUSE	 	 	sp|P27870|VAV_MOUSE, sp|Q9R0C8|VAV3_MOUSE	 	8.9	847	97967	Guanine nucleotide exchange factor VAV3 OS=Mus musculus OX=10090 GN=Vav3 PE=1 SV=2	7	5	0.714	7	5	5.312
5012	1	sp|Q9R0E1|PLOD3_MOUSE	 	 	sp|Q9R0E1|PLOD3_MOUSE, sp|Q9R0E2|PLOD1_MOUSE	 	20.0	741	84921	Multifunctional procollagen lysine hydroxylase and glycosyltransferase LH3 OS=Mus musculus OX=10090 GN=Plod3 PE=1 SV=1	18	17	0.944	18	17	17.447
5013	1	sp|Q9R0E2|PLOD1_MOUSE	 	 	sp|Q9R0E1|PLOD3_MOUSE, sp|Q9R0E2|PLOD1_MOUSE	 	30.5	728	83594	Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1 OS=Mus musculus OX=10090 GN=Plod1 PE=1 SV=1	22	21	0.955	22	21	21.553
5014	1	sp|Q9R0G6|COMP_MOUSE	 	 	 	 	17.2	755	82341	Cartilage oligomeric matrix protein OS=Mus musculus OX=10090 GN=Comp PE=1 SV=2	9	9	1.000	9	9	9.000
5015	1	sp|Q9R0G7|ZEB2_MOUSE	 	 	 	 	7.9	1215	136614	Zinc finger E-box-binding homeobox 2 OS=Mus musculus OX=10090 GN=Zeb2 PE=1 SV=2	10	10	1.000	10	10	10.000
5016	1	sp|Q9R0H0|ACOX1_MOUSE	 	 	 	 	20.9	661	74648	Peroxisomal acyl-coenzyme A oxidase 1 OS=Mus musculus OX=10090 GN=Acox1 PE=1 SV=5	13	13	1.000	13	13	13.000
5017	1	sp|Q9R0I7|YLPM1_MOUSE	 	 	 	 	7.1	1386	155127	YLP motif-containing protein 1 OS=Mus musculus OX=10090 GN=Ylpm1 PE=2 SV=2	11	11	1.000	11	11	11.000
5018	1	sp|Q9R0L6|PCM1_MOUSE	 	 	 	 	3.6	2025	228844	Pericentriolar material 1 protein OS=Mus musculus OX=10090 GN=Pcm1 PE=1 SV=2	5	5	1.000	5	5	5.000
5019	1	sp|Q9R0L7|AKP8L_MOUSE	 	 	 	 	2.6	642	71453	A-kinase anchor protein 8-like OS=Mus musculus OX=10090 GN=Akap8l PE=1 SV=1	2	2	1.000	2	2	2.000
5020	1	sp|Q9R0M6|RAB9A_MOUSE	 	 	sp|Q8BHH2|RAB9B_MOUSE, sp|Q9R0M6|RAB9A_MOUSE	 	23.9	201	22909	Ras-related protein Rab-9A OS=Mus musculus OX=10090 GN=Rab9a PE=1 SV=1	5	4	0.800	5	4	4.800
5021	1	sp|Q9R0N0|GALK1_MOUSE	 	 	 	 	19.6	392	42295	Galactokinase OS=Mus musculus OX=10090 GN=Galk1 PE=1 SV=2	15	15	1.000	15	15	15.000
5022	1	sp|Q9R0P3|ESTD_MOUSE	 	 	 	 	52.8	282	31319	S-formylglutathione hydrolase OS=Mus musculus OX=10090 GN=Esd PE=1 SV=1	37	37	1.000	37	37	37.000
5023	1	sp|Q9R0P4|SMAP_MOUSE	 	 	 	 	26.0	181	20046	Small acidic protein OS=Mus musculus OX=10090 GN=Smap PE=1 SV=1	10	10	1.000	10	10	10.000
5024	1	sp|Q9R0P5|DEST_MOUSE	 	 	sp|P18760|COF1_MOUSE, sp|Q9R0P5|DEST_MOUSE	 	67.3	165	18521	Destrin OS=Mus musculus OX=10090 GN=Dstn PE=1 SV=3	45	36	0.800	45	36	38.817
5025	1	sp|Q9R0P6|SC11A_MOUSE	 	 	 	 	11.2	179	20626	Signal peptidase complex catalytic subunit SEC11A OS=Mus musculus OX=10090 GN=Sec11a PE=1 SV=1	6	6	1.000	6	6	6.000
5026	1	sp|Q9R0P9|UCHL1_MOUSE	 	 	 	 	27.8	223	24838	Ubiquitin carboxyl-terminal hydrolase isozyme L1 OS=Mus musculus OX=10090 GN=Uchl1 PE=1 SV=1	4	4	1.000	4	4	4.000
5027	1	sp|Q9R0Q3|TMED2_MOUSE	 	 	 	 	15.9	201	22705	Transmembrane emp24 domain-containing protein 2 OS=Mus musculus OX=10090 GN=Tmed2 PE=1 SV=1	8	8	1.000	8	8	8.000
5028	1	sp|Q9R0Q4|MO4L2_MOUSE	 	 	 	 	12.2	288	32183	Mortality factor 4-like protein 2 OS=Mus musculus OX=10090 GN=Morf4l2 PE=1 SV=1	5	5	1.000	5	5	5.000
5029	1	sp|Q9R0Q6|ARC1A_MOUSE	 	 	sp|Q9R0Q6|ARC1A_MOUSE, sp|Q9WV32|ARC1B_MOUSE	 	16.2	370	41626	Actin-related protein 2/3 complex subunit 1A OS=Mus musculus OX=10090 GN=Arpc1a PE=1 SV=1	7	3	0.429	7	3	3.211
5030	1	sp|Q9R0Q7|TEBP_MOUSE	 	 	 	 	45.0	160	18721	Prostaglandin E synthase 3 OS=Mus musculus OX=10090 GN=Ptges3 PE=1 SV=1	18	18	1.000	18	18	18.000
5031	1	sp|Q9R0Q8|CLC4E_MOUSE	 	 	 	 	9.8	214	24431	C-type lectin domain family 4 member E OS=Mus musculus OX=10090 GN=Clec4e PE=1 SV=1	3	3	1.000	3	3	3.000
5032	1	sp|Q9R0T8|IKKE_MOUSE	 	 	 	 	11.6	717	80952	Inhibitor of nuclear factor kappa-B kinase subunit epsilon OS=Mus musculus OX=10090 GN=Ikbke PE=1 SV=2	10	10	1.000	10	10	10.000
5033	1	sp|Q9R0U0|SRS10_MOUSE	 	 	 	 	17.6	262	31300	Serine/arginine-rich splicing factor 10 OS=Mus musculus OX=10090 GN=Srsf10 PE=1 SV=2	7	7	1.000	7	7	7.000
5034	1	sp|Q9R0X0|MED20_MOUSE (+1)	sp|Q9R0X0|MED20_MOUSE&tr|G3UVU6|G3UVU6_MOUSE	 	 	 	21.7	212	23192	Mediator of RNA polymerase II transcription subunit 20 OS=Mus musculus OX=10090 GN=Med20 PE=1 SV=1	3	3	1.000	3	3	3.000
5035	1	sp|Q9R0X4|ACOT9_MOUSE	 	 	 	 	30.3	439	50560	Acyl-coenzyme A thioesterase 9, mitochondrial OS=Mus musculus OX=10090 GN=Acot9 PE=1 SV=1	18	18	1.000	18	18	18.000
5036	1	sp|Q9R0Y5|KAD1_MOUSE	 	 	 	 	29.9	194	21539	Adenylate kinase isoenzyme 1 OS=Mus musculus OX=10090 GN=Ak1 PE=1 SV=1	6	6	1.000	6	6	6.000
5037	1	sp|Q9R111|GUAD_MOUSE	 	 	 	 	54.4	454	51012	Guanine deaminase OS=Mus musculus OX=10090 GN=Gda PE=1 SV=1	43	43	1.000	43	43	43.000
5038	1	sp|Q9R112|SQOR_MOUSE	 	 	 	 	36.4	450	50282	Sulfide:quinone oxidoreductase, mitochondrial OS=Mus musculus OX=10090 GN=Sqor PE=1 SV=3	20	20	1.000	20	20	20.000
5039	1	sp|Q9R117|TYK2_MOUSE	 	 	 	 	1.8	1184	133314	Non-receptor tyrosine-protein kinase TYK2 OS=Mus musculus OX=10090 GN=Tyk2 PE=1 SV=3	2	2	1.000	2	2	2.000
5040	1	sp|Q9R190|MTA2_MOUSE	 	 	sp|Q8K4B0|MTA1_MOUSE, sp|Q924K8|MTA3_MOUSE, sp|Q9R190|MTA2_MOUSE	 	35.9	668	75029	Metastasis-associated protein MTA2 OS=Mus musculus OX=10090 GN=Mta2 PE=1 SV=1	35	32	0.914	35	32	34.351
5041	1	sp|Q9R1A8|COP1_MOUSE	 	 	 	 	3.8	733	80440	E3 ubiquitin-protein ligase COP1 OS=Mus musculus OX=10090 GN=Cop1 PE=1 SV=2	2	2	1.000	2	2	2.000
5042	1	sp|Q9R1C6|DGKE_MOUSE	 	 	 	 	4.1	564	63634	Diacylglycerol kinase epsilon OS=Mus musculus OX=10090 GN=Dgke PE=1 SV=1	2	2	1.000	2	2	2.000
5043	1	sp|Q9R1C7|PR40A_MOUSE	 	 	 	 	24.0	953	108479	Pre-mRNA-processing factor 40 homolog A OS=Mus musculus OX=10090 GN=Prpf40a PE=1 SV=1	28	28	1.000	28	28	28.000
5044	1	sp|Q9R1J0|NSDHL_MOUSE	 	 	 	 	33.1	362	40685	Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating OS=Mus musculus OX=10090 GN=Nsdhl PE=1 SV=1	11	11	1.000	11	11	11.000
5045	1	sp|Q9R1K9|CETN2_MOUSE	 	 	 	 	19.8	172	19796	Centrin-2 OS=Mus musculus OX=10090 GN=Cetn2 PE=1 SV=1	3	3	1.000	3	3	3.000
5046	1	sp|Q9R1P0|PSA4_MOUSE	 	 	 	 	47.1	261	29470	Proteasome subunit alpha type-4 OS=Mus musculus OX=10090 GN=Psma4 PE=1 SV=1	35	35	1.000	35	35	35.000
5047	1	sp|Q9R1P1|PSB3_MOUSE	 	 	 	 	26.8	205	22965	Proteasome subunit beta type-3 OS=Mus musculus OX=10090 GN=Psmb3 PE=1 SV=1	11	11	1.000	11	11	11.000
5048	1	sp|Q9R1P3|PSB2_MOUSE	 	 	 	 	40.3	201	22906	Proteasome subunit beta type-2 OS=Mus musculus OX=10090 GN=Psmb2 PE=1 SV=1	19	19	1.000	19	19	19.000
5049	1	sp|Q9R1P4|PSA1_MOUSE	 	 	 	 	71.5	263	29546	Proteasome subunit alpha type-1 OS=Mus musculus OX=10090 GN=Psma1 PE=1 SV=1	61	61	1.000	61	61	61.000
5050	1	sp|Q9R1Q6|T176B_MOUSE	 	 	 	 	8.0	263	28367	Transmembrane protein 176B OS=Mus musculus OX=10090 GN=Tmem176b PE=1 SV=1	2	2	1.000	2	2	2.000
5051	1	sp|Q9R1Q7|PLP2_MOUSE	 	 	 	 	17.8	152	16607	Proteolipid protein 2 OS=Mus musculus OX=10090 GN=Plp2 PE=1 SV=1	7	7	1.000	7	7	7.000
5052	1	sp|Q9R1Q9|VAS1_MOUSE	 	 	 	 	9.3	463	51007	V-type proton ATPase subunit S1 OS=Mus musculus OX=10090 GN=Atp6ap1 PE=1 SV=1	5	5	1.000	5	5	5.000
5053	1	sp|Q9R1S8|CAN7_MOUSE	 	 	 	 	8.5	813	92563	Calpain-7 OS=Mus musculus OX=10090 GN=Capn7 PE=2 SV=1	6	6	1.000	6	6	6.000
5054	1	sp|Q9R1T2|SAE1_MOUSE	 	 	 	 	62.0	350	38620	SUMO-activating enzyme subunit 1 OS=Mus musculus OX=10090 GN=Sae1 PE=1 SV=1	33	33	1.000	33	33	33.000
5055	1	sp|Q9R1T4|SEPT6_MOUSE	 	 	sp|Q8C1B7|SEP11_MOUSE, sp|Q8CHH9|SEPT8_MOUSE, sp|Q9R1T4|SEPT6_MOUSE	 	29.5	434	49619	Septin-6 OS=Mus musculus OX=10090 GN=Sept6 PE=1 SV=4	20	8	0.400	20	8	11.793
5056	1	sp|Q9R1X4|TIM_MOUSE	 	 	 	 	4.8	1197	137501	Protein timeless homolog OS=Mus musculus OX=10090 GN=Timeless PE=1 SV=3	6	6	1.000	6	6	6.000
5057	1	sp|Q9R207|NBN_MOUSE	 	 	 	 	5.5	751	83794	Nibrin OS=Mus musculus OX=10090 GN=Nbn PE=1 SV=1	5	5	1.000	5	5	5.000
5058	1	sp|Q9R233|TPSN_MOUSE	 	 	 	 	18.1	465	49736	Tapasin OS=Mus musculus OX=10090 GN=Tapbp PE=1 SV=2	17	17	1.000	17	17	17.000
5059	1	sp|Q9R257|HEBP1_MOUSE	 	 	 	 	53.7	190	21067	Heme-binding protein 1 OS=Mus musculus OX=10090 GN=Hebp1 PE=1 SV=2	12	12	1.000	12	12	12.000
5060	1	sp|Q9WTI7|MYO1C_MOUSE	 	 	 	 	27.5	1063	121943	Unconventional myosin-Ic OS=Mus musculus OX=10090 GN=Myo1c PE=1 SV=2	30	30	1.000	30	30	30.000
5061	1	sp|Q9WTK2|CDYL_MOUSE	 	 	 	 	10.6	593	65210	Chromodomain Y-like protein OS=Mus musculus OX=10090 GN=Cdyl PE=1 SV=1	6	6	1.000	6	6	6.000
5062	1	sp|Q9WTK3|GPAA1_MOUSE	 	 	 	 	5.6	621	67948	Glycosylphosphatidylinositol anchor attachment 1 protein OS=Mus musculus OX=10090 GN=Gpaa1 PE=1 SV=3	4	4	1.000	4	4	4.000
5063	1	sp|Q9WTK5|NFKB2_MOUSE	 	 	sp|C0HKD8|MFA1A_MOUSE, sp|Q9WTK5|NFKB2_MOUSE	 	26.5	899	96831	Nuclear factor NF-kappa-B p100 subunit OS=Mus musculus OX=10090 GN=Nfkb2 PE=1 SV=1	26	24	0.923	26	24	25.600
5064	1	sp|Q9WTL7|LYPA2_MOUSE	 	 	 	 	30.7	231	24794	Acyl-protein thioesterase 2 OS=Mus musculus OX=10090 GN=Lypla2 PE=1 SV=1	16	16	1.000	16	16	16.000
5065	1	sp|Q9WTM5|RUVB2_MOUSE	 	 	 	 	65.2	463	51112	RuvB-like 2 OS=Mus musculus OX=10090 GN=Ruvbl2 PE=1 SV=3	50	50	1.000	50	50	50.000
5066	1	sp|Q9WTN0|GGPPS_MOUSE	 	 	 	 	15.3	300	34706	Geranylgeranyl pyrophosphate synthase OS=Mus musculus OX=10090 GN=Ggps1 PE=1 SV=1	4	4	1.000	4	4	4.000
5067	1	sp|Q9WTP6|KAD2_MOUSE	 	 	 	 	42.3	239	26468	Adenylate kinase 2, mitochondrial OS=Mus musculus OX=10090 GN=Ak2 PE=1 SV=5	33	33	1.000	33	33	33.000
5068	1	sp|Q9WTP7|KAD3_MOUSE	 	 	 	 	52.0	227	25426	GTP:AMP phosphotransferase AK3, mitochondrial OS=Mus musculus OX=10090 GN=Ak3 PE=1 SV=3	17	17	1.000	17	17	17.000
5069	1	sp|Q9WTQ8|TIM23_MOUSE	 	 	 	 	16.7	209	21978	Mitochondrial import inner membrane translocase subunit Tim23 OS=Mus musculus OX=10090 GN=Timm23 PE=1 SV=1	3	3	1.000	3	3	3.000
5070	1	sp|Q9WTR1|TRPV2_MOUSE	 	 	 	 	28.4	756	85964	Transient receptor potential cation channel subfamily V member 2 OS=Mus musculus OX=10090 GN=Trpv2 PE=1 SV=2	20	20	1.000	20	20	20.000
5071	1	sp|Q9WTR6|XCT_MOUSE	 	 	 	 	3.6	502	55455	Cystine/glutamate transporter OS=Mus musculus OX=10090 GN=Slc7a11 PE=1 SV=1	2	2	1.000	2	2	2.000
5072	1	sp|Q9WTS2|FUT8_MOUSE	 	 	 	 	19.1	575	66556	Alpha-(1,6)-fucosyltransferase OS=Mus musculus OX=10090 GN=Fut8 PE=1 SV=2	8	8	1.000	8	8	8.000
5073	1	sp|Q9WTU0|PHF2_MOUSE	 	 	sp|Q80TJ7|PHF8_MOUSE, sp|Q9WTU0|PHF2_MOUSE	 	2.1	1096	120812	Lysine-specific demethylase PHF2 OS=Mus musculus OX=10090 GN=Phf2 PE=1 SV=2	2	1	0.500	2	1	1.200
5074	1	sp|Q9WTU6|MK09_MOUSE	 	 	sp|P47811|MK14_MOUSE, sp|Q6PDN3|MYLK_MOUSE, sp|Q9WTU6|MK09_MOUSE, sp|Q9Z1B7|MK13_MOUSE	 	12.8	423	48189	Mitogen-activated protein kinase 9 OS=Mus musculus OX=10090 GN=Mapk9 PE=1 SV=2	5	4	0.800	5	4	4.143
5075	1	sp|Q9WTV7|RNF12_MOUSE	 	 	 	 	3.2	600	66376	E3 ubiquitin-protein ligase RLIM OS=Mus musculus OX=10090 GN=Rlim PE=1 SV=2	2	2	1.000	2	2	2.000
5076	1	sp|Q9WTX2|PRKRA_MOUSE	 	 	 	 	15.0	313	34371	Interferon-inducible double-stranded RNA-dependent protein kinase activator A OS=Mus musculus OX=10090 GN=Prkra PE=1 SV=1	6	6	1.000	6	6	6.000
5077	1	sp|Q9WTX5|SKP1_MOUSE	 	 	 	 	29.4	163	18672	S-phase kinase-associated protein 1 OS=Mus musculus OX=10090 GN=Skp1 PE=1 SV=3	13	13	1.000	13	13	13.000
5078	1	sp|Q9WTX6|CUL1_MOUSE	 	 	 	 	25.1	776	89690	Cullin-1 OS=Mus musculus OX=10090 GN=Cul1 PE=1 SV=1	25	25	1.000	25	25	25.000
5079	1	sp|Q9WTX8|MD1L1_MOUSE	 	 	 	 	19.9	717	83540	Mitotic spindle assembly checkpoint protein MAD1 OS=Mus musculus OX=10090 GN=Mad1l1 PE=1 SV=1	11	11	1.000	11	11	11.000
5080	1	sp|Q9WTZ1|RBX2_MOUSE (+1)	sp|Q9WTZ1|RBX2_MOUSE&tr|D3Z497|D3Z497_MOUSE	 	 	 	18.6	113	12707	RING-box protein 2 OS=Mus musculus OX=10090 GN=Rnf7 PE=3 SV=1	2	2	1.000	2	2	2.000
5081	1	sp|Q9WU00|NRF1_MOUSE	 	 	 	 	6.0	503	53570	Nuclear respiratory factor 1 OS=Mus musculus OX=10090 GN=Nrf1 PE=1 SV=2	2	2	1.000	2	2	2.000
5082	1	sp|Q9WU03|SPIT2_MOUSE	 	 	 	 	16.7	252	27914	Kunitz-type protease inhibitor 2 OS=Mus musculus OX=10090 GN=Spint2 PE=1 SV=1	4	4	1.000	4	4	4.000
5083	1	sp|Q9WU28|PFD5_MOUSE	 	 	 	 	40.9	154	17356	Prefoldin subunit 5 OS=Mus musculus OX=10090 GN=Pfdn5 PE=1 SV=1	7	7	1.000	7	7	7.000
5084	1	sp|Q9WU40|MAN1_MOUSE	 	 	 	 	9.2	921	100306	Inner nuclear membrane protein Man1 OS=Mus musculus OX=10090 GN=Lemd3 PE=1 SV=2	7	7	1.000	7	7	7.000
5085	1	sp|Q9WU42|NCOR2_MOUSE	 	 	sp|Q60974|NCOR1_MOUSE, sp|Q9WU42|NCOR2_MOUSE	 	2.9	2472	269804	Nuclear receptor corepressor 2 OS=Mus musculus OX=10090 GN=Ncor2 PE=1 SV=3	7	4	0.571	7	4	5.500
5086	1	sp|Q9WU56|TRUA_MOUSE	 	 	 	 	12.8	423	47502	tRNA pseudouridine synthase A OS=Mus musculus OX=10090 GN=Pus1 PE=1 SV=2	4	4	1.000	4	4	4.000
5087	1	sp|Q9WU60|ATRN_MOUSE	 	 	 	 	2.0	1428	158057	Attractin OS=Mus musculus OX=10090 GN=Atrn PE=1 SV=3	2	2	1.000	2	2	2.000
5088	1	sp|Q9WU78|PDC6I_MOUSE	 	 	 	 	39.8	869	96023	Programmed cell death 6-interacting protein OS=Mus musculus OX=10090 GN=Pdcd6ip PE=1 SV=3	66	66	1.000	66	66	66.000
5089	1	sp|Q9WU79|PROD_MOUSE	 	 	 	 	26.0	599	68035	Proline dehydrogenase 1, mitochondrial OS=Mus musculus OX=10090 GN=Prodh PE=1 SV=2	17	17	1.000	17	17	17.000
5090	1	sp|Q9WU84|CCS_MOUSE	 	 	 	 	15.7	274	28911	Copper chaperone for superoxide dismutase OS=Mus musculus OX=10090 GN=Ccs PE=1 SV=1	5	5	1.000	5	5	5.000
5091	1	sp|Q9WUA2|SYFB_MOUSE	 	 	 	 	38.9	589	65696	Phenylalanine--tRNA ligase beta subunit OS=Mus musculus OX=10090 GN=Farsb PE=1 SV=2	29	29	1.000	29	29	29.000
5092	1	sp|Q9WUA3|PFKAP_MOUSE	 	 	sp|P12382|PFKAL_MOUSE, sp|P47857|PFKAM_MOUSE, sp|Q9WUA3|PFKAP_MOUSE	 	38.4	784	85454	ATP-dependent 6-phosphofructokinase, platelet type OS=Mus musculus OX=10090 GN=Pfkp PE=1 SV=1	54	45	0.833	54	45	49.542
5093	1	sp|Q9WUB0|HOIL1_MOUSE	 	 	 	 	13.8	508	57534	RanBP-type and C3HC4-type zinc finger-containing protein 1 OS=Mus musculus OX=10090 GN=Rbck1 PE=1 SV=2	5	5	1.000	5	5	5.000
5094	1	sp|Q9WUB3|PYGM_MOUSE	 	 	sp|Q8CI94|PYGB_MOUSE, sp|Q9ET01|PYGL_MOUSE, sp|Q9WUB3|PYGM_MOUSE	 	8.4	842	97285	Glycogen phosphorylase, muscle form OS=Mus musculus OX=10090 GN=Pygm PE=1 SV=3	14	0	0.000	14	0	0.000
5095	1	sp|Q9WUB4|DCTN6_MOUSE	 	 	 	 	12.6	190	20670	Dynactin subunit 6 OS=Mus musculus OX=10090 GN=Dctn6 PE=1 SV=1	3	3	1.000	3	3	3.000
5096	1	sp|Q9WUD1|CHIP_MOUSE	 	 	 	 	44.1	304	34909	STIP1 homology and U box-containing protein 1 OS=Mus musculus OX=10090 GN=Stub1 PE=1 SV=1	13	13	1.000	13	13	13.000
5097	1	sp|Q9WUD8|FAIM1_MOUSE	 	 	 	 	30.2	179	20201	Fas apoptotic inhibitory molecule 1 OS=Mus musculus OX=10090 GN=Faim PE=1 SV=1	4	4	1.000	4	4	4.000
5098	1	sp|Q9WUK2|IF4H_MOUSE	 	 	 	 	38.3	248	27341	Eukaryotic translation initiation factor 4H OS=Mus musculus OX=10090 GN=Eif4h PE=1 SV=3	20	20	1.000	20	20	20.000
5099	1	sp|Q9WUK4|RFC2_MOUSE	 	 	 	 	34.1	349	38724	Replication factor C subunit 2 OS=Mus musculus OX=10090 GN=Rfc2 PE=1 SV=1	15	15	1.000	15	15	15.000
5100	1	sp|Q9WUL7|ARL3_MOUSE	 	 	 	 	28.6	182	20486	ADP-ribosylation factor-like protein 3 OS=Mus musculus OX=10090 GN=Arl3 PE=1 SV=1	4	4	1.000	4	4	4.000
5101	1	sp|Q9WUM3|COR1B_MOUSE	 	 	 	 	28.3	484	53912	Coronin-1B OS=Mus musculus OX=10090 GN=Coro1b PE=1 SV=1	19	19	1.000	19	19	19.000
5102	1	sp|Q9WUM4|COR1C_MOUSE	 	 	sp|O89053|COR1A_MOUSE, sp|Q9WUM4|COR1C_MOUSE	 	38.6	474	53120	Coronin-1C OS=Mus musculus OX=10090 GN=Coro1c PE=1 SV=2	48	40	0.833	48	40	42.520
5103	1	sp|Q9WUM5|SUCA_MOUSE	 	 	 	 	16.2	346	36154	Succinate--CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial OS=Mus musculus OX=10090 GN=Suclg1 PE=1 SV=4	7	7	1.000	7	7	7.000
5104	1	sp|Q9WUN2|TBK1_MOUSE	 	 	 	 	13.2	729	83424	Serine/threonine-protein kinase TBK1 OS=Mus musculus OX=10090 GN=Tbk1 PE=1 SV=1	9	9	1.000	9	9	9.000
5105	1	sp|Q9WUP7|UCHL5_MOUSE	 	 	 	 	53.5	329	37616	Ubiquitin carboxyl-terminal hydrolase isozyme L5 OS=Mus musculus OX=10090 GN=Uchl5 PE=1 SV=2	28	28	1.000	28	28	28.000
5106	1	sp|Q9WUQ2|PREB_MOUSE	 	 	 	 	25.4	417	45437	Prolactin regulatory element-binding protein OS=Mus musculus OX=10090 GN=Preb PE=1 SV=1	10	10	1.000	10	10	10.000
5107	1	sp|Q9WUR2|ECI2_MOUSE	 	 	 	 	23.5	391	43267	Enoyl-CoA delta isomerase 2, mitochondrial OS=Mus musculus OX=10090 GN=Eci2 PE=1 SV=2	11	11	1.000	11	11	11.000
5108	1	sp|Q9WUR9|KAD4_MOUSE	 	 	 	 	25.6	223	25061	Adenylate kinase 4, mitochondrial OS=Mus musculus OX=10090 GN=Ak4 PE=1 SV=1	8	8	1.000	8	8	8.000
5109	1	sp|Q9WUT3|KS6A2_MOUSE	 	 	sp|P18653|KS6A1_MOUSE, sp|P18654|KS6A3_MOUSE, sp|Q3U214|MAST3_MOUSE, sp|Q8C0V0|TLK1_MOUSE, sp|Q9WUT3|KS6A2_MOUSE	 	25.1	733	83156	Ribosomal protein S6 kinase alpha-2 OS=Mus musculus OX=10090 GN=Rps6ka2 PE=1 SV=1	25	7	0.280	25	7	10.148
5110	1	sp|Q9WUU7|CATZ_MOUSE	 	 	 	 	33.3	306	33996	Cathepsin Z OS=Mus musculus OX=10090 GN=Ctsz PE=1 SV=1	31	31	1.000	31	31	31.000
5111	1	sp|Q9WUU8|TNIP1_MOUSE	 	 	 	 	9.6	647	73049	TNFAIP3-interacting protein 1 OS=Mus musculus OX=10090 GN=Tnip1 PE=1 SV=1	8	8	1.000	8	8	8.000
5112	1	sp|Q9WUU9|GANP_MOUSE	 	 	 	 	4.1	1971	217360	Germinal-center associated nuclear protein OS=Mus musculus OX=10090 GN=Mcm3ap PE=1 SV=2	6	6	1.000	6	6	6.000
5113	1	sp|Q9WUV0|ORC5_MOUSE	 	 	 	 	5.3	435	50216	Origin recognition complex subunit 5 OS=Mus musculus OX=10090 GN=Orc5 PE=2 SV=1	3	3	1.000	3	3	3.000
5114	1	sp|Q9WUZ9|ENTP5_MOUSE	 	 	 	 	8.7	427	47101	Ectonucleoside triphosphate diphosphohydrolase 5 OS=Mus musculus OX=10090 GN=Entpd5 PE=1 SV=1	3	3	1.000	3	3	3.000
5115	1	sp|Q9WV02|RBMX_MOUSE	 	 	sp|Q91VM5|RMXL1_MOUSE, sp|Q9WV02|RBMX_MOUSE	 	16.9	391	42300	RNA-binding motif protein, X chromosome OS=Mus musculus OX=10090 GN=Rbmx PE=1 SV=1	17	2	0.118	17	2	5.750
5116	1	sp|Q9WV03|FA50A_MOUSE	 	 	 	 	13.3	339	40251	Protein FAM50A OS=Mus musculus OX=10090 GN=Fam50a PE=1 SV=1	5	5	1.000	5	5	5.000
5117	1	sp|Q9WV32|ARC1B_MOUSE	 	 	sp|Q9R0Q6|ARC1A_MOUSE, sp|Q9WV32|ARC1B_MOUSE	 	59.4	372	41063	Actin-related protein 2/3 complex subunit 1B OS=Mus musculus OX=10090 GN=Arpc1b PE=1 SV=4	58	54	0.931	58	54	57.789
5118	1	sp|Q9WV54|ASAH1_MOUSE	 	 	 	 	29.2	394	44669	Acid ceramidase OS=Mus musculus OX=10090 GN=Asah1 PE=1 SV=1	18	18	1.000	18	18	18.000
5119	1	sp|Q9WV55|VAPA_MOUSE	 	 	sp|Q9QY76|VAPB_MOUSE, sp|Q9WV55|VAPA_MOUSE	 	41.0	249	27855	Vesicle-associated membrane protein-associated protein A OS=Mus musculus OX=10090 GN=Vapa PE=1 SV=2	15	11	0.733	15	11	13.750
5120	1	sp|Q9WV60|GSK3B_MOUSE	 	 	sp|Q2NL51|GSK3A_MOUSE, sp|Q9WV60|GSK3B_MOUSE	 	17.4	420	46710	Glycogen synthase kinase-3 beta OS=Mus musculus OX=10090 GN=Gsk3b PE=1 SV=2	7	4	0.571	7	4	5.200
5121	1	sp|Q9WV68|DECR2_MOUSE	 	 	 	 	17.5	292	31300	Peroxisomal 2,4-dienoyl-CoA reductase OS=Mus musculus OX=10090 GN=Decr2 PE=1 SV=1	5	5	1.000	5	5	5.000
5122	1	sp|Q9WV70|NOC2L_MOUSE	 	 	 	 	11.4	747	85423	Nucleolar complex protein 2 homolog OS=Mus musculus OX=10090 GN=Noc2l PE=1 SV=2	10	10	1.000	10	10	10.000
5123	1	sp|Q9WV80|SNX1_MOUSE	 	 	sp|Q9CWK8|SNX2_MOUSE, sp|Q9WV80|SNX1_MOUSE	 	42.0	522	58951	Sorting nexin-1 OS=Mus musculus OX=10090 GN=Snx1 PE=1 SV=1	40	35	0.875	40	35	37.612
5124	1	sp|Q9WV84|NDKM_MOUSE	 	 	 	 	24.2	186	20548	Nucleoside diphosphate kinase, mitochondrial OS=Mus musculus OX=10090 GN=Nme4 PE=1 SV=1	3	3	1.000	3	3	3.000
5125	1	sp|Q9WV85|NDK3_MOUSE	 	 	 	 	14.2	169	19099	Nucleoside diphosphate kinase 3 OS=Mus musculus OX=10090 GN=Nme3 PE=1 SV=3	2	2	1.000	2	2	2.000
